网站名,品类,商家名称,地址,评分,人均消费
美团,美食,第一时间手工烘焙坊,漳港镇漳港街道商行街旺镇商城2-27号（快乐超市对面）,3,50
美团,美食,甜缘甜品,长乐市中心城区南山路老干局6-7号店,4.2,25
美团,美食,麦可烘焙,漳港镇南漳港镇文化站105号(商行街与永安路交叉口路),3.6,15
美团,美食,贵族世家牛排,永荣广场长乐区永荣广场,4.1,0
美团,美食,明记客家牛肉（奎桥店）,长乐市中心城区吴航街道郑和中路桥北侧往十洋商场方向,3,55
美团,美食,花漾四季锅物会,长乐市中心城区皇庭丹郡商业街二楼S58-63（沃尔玛对面）,4.2,82
美团,美食,阿弟家的店（漳港店）,漳港镇商行街88号（漳港镇政府旁）,0,12
美团,美食,庙东排骨,长乐市中心城区胜利路116号,4.2,11
美团,美食,澳门皇茶,漳港镇滨星时代广场1楼7号,3.5,20
美团,美食,约客郡,长乐市中心城区吴航街道航华花园12座第七间店面,4.2,18
美团,美食,佳米森,长乐市中心城区吴航街道胜利路126号、128号店,0,0
美团,美食,肯德基（长乐店）,长乐市中心城区长乐市胜利路2号,4,31
美团,美食,汉釜宫,金峰镇金峰镇好莱坞主题百货内2楼A20商铺（好莱坞，南华花园）,3.7,62
美团,美食,堡蜜炸鸡汉堡（长乐一中店）,长乐市中心城区吴航街道培青路1栋27号（清清酒楼往一中中学走50米）,4.6,13
美团,美食,粥大掌柜（奎桥店）,长乐市中心城区奎桥路南山花园16号店,4.3,23
美团,美食,正新鸡排（瑞金店）,连江县中心城区玉荷东路十字路口德克士楼下（速8对面）,4.9,15
美团,美食,半天妖烤鱼（连江万家店）,连江县中心城区马祖西路10号万家城市广场5号楼2层2F,5,64
美团,美食,玛格利塔（莲荷店）,连江县中心城区莲荷东路21号1层（莲荷路与文山路交汇处西南角）,4.6,21
美团,美食,向阳坊（连江琯头店）,连江琯头镇开放西路馨园楼第一层西向第一间（建行对面）,4.4,11
美团,美食,华莱士（丹凤店）,连江县中心城区丹凤路与八一六东路交汇口东南角丹凤广场B座6号店（丹凤朝阳花园西南）,4.4,16
美团,美食,叶猫子章鱼丸子烧,连江县中心城区凤城镇马祖西路10号万家城市广场南广场多径位置,5,10
美团,美食,竹取日本料理（连江店）,连江县中心城区世纪鸿腾大饭店门口左侧,5,82
美团,美食,百味香重庆鸡公煲,连江县中心城区文汇路凯旋公馆B区2号楼10-11店面（1号公馆斜对面）,4.8,39
美团,美食,玛格利塔（贵安店）,贵安新天地商业路贵安温泉旅游度假贵安新天地（永辉超市旁）,4.1,25
美团,美食,连江国惠大酒店（茶餐厅）,连江县中心城区丹凤东路1号,4.2,83
美团,美食,龍城渡老火锅,连江县中心城区凤城镇文笔西路龙华花园二期23号楼4号店面（万家城市广场背后）,4.6,51
美团,美食,洪帮主酸菜鲈鱼,连江县中心城区华光西路龙华二期23号楼8号店（万家城市广场后）,4.2,68
美团,美食,令狐冲·窑烤活鱼（贵安店）,贵安新天地潘渡乡商业路1-17商铺,4.2,72
美团,美食,华莱士（文山店）,连江县中心城区凤城镇文山北路太一新天地6号楼一层5号店,3.9,18
美团,美食,旺的高（北门店）,连江县中心城区八一六北路11号店（北门市场正对面）,4.2,21
美团,美食,梦咖啡,连江莲荷西路玉泉山公园旁,4.3,39
美团,美食,德克士（连江店）,连江县中心城区八一六中路42号2楼,3.9,24
美团,美食,鲜洁美蛋糕,连江县中心城区风城镇玉荷东路8号楼第5间（机关新村旁）,4.8,10
美团,美食,鲜芋仙（万星城店）,连江县中心城区丹凤东路万星城2号楼一层L1233-2,3.5,20
美团,美食,马鸣渔粉（万家店）,连江县中心城区万家城市广场1-3#楼1层1012商铺,4.3,13
美团,美食,过锅瘾三汁焖锅（万家城市广场店）,连江县中心城区马祖西路万家广场2楼华润超市出口对面,3.4,66
美团,美食,令狐冲·窑烤活鱼（连江店）,连江县中心城区丹凤花园19-21号楼12-15号,3.8,51
美团,美食,85度C（福州连江万星店）,连江县中心城区丹凤东路41号连江万星城A区2号楼1层2101商铺,4,29
美团,美食,老六家常菜,连江县中心城区凤城镇青年路民主巷107号妇幼保健院牙科旁,4.9,50
美团,美食,麦香园蛋糕坊,连江官坂镇大街东路48号,0,0
美团,美食,御可贡茶（万家店）,连江县中心城区马祖路万家广场1楼NIKE对面,4.3,15
美团,美食,贵安世纪金源大饭店-樱之屋料理,贵安新天地潘渡乡东雁村商业路贵安新天地,4.5,156
美团,美食,霞浦滩涂平价海鲜楼（贵邦店）,贵安新天地潘渡乡沿江大道1号贵安新天地贵邦苑沿街商业21—22号店,4.4,0
美团,美食,大浪炭火鲜牛肉酒场,贵安新天地世纪金源大道筷乐餐厅旁（贵安水世界东）,4.1,80
美团,美食,牛宴鲜牛火锅,连江县中心城区华光西路龙华花园2区23号楼1号店（万家城市广场对面）,3.7,0
美团,美食,乐香基（八一六南路店）,连江县中心城区八一六中路与玉荷东路交叉口西南50米,4.2,20
美团,美食,真味酸菜鱼（连江店）,连江县中心城区文山北路7号金凤名都7栋3-5号（人民广场对面）,4.2,59
美团,美食,米斯凯（龙华店）,连江县中心城区凤城镇文山北路6号龙华花园16号楼1层10店面,3.3,0
美团,美食,思味星语（万家店）,连江县中心城区马祖西路万家城市广场斜对面,3.7,12
美团,美食,初见蛋糕,连江县中心城区万家城市广场2号写字楼711工作室,5,0
美团,美食,MOOKE幕客音乐餐吧,连江县中心城区丹凤东路41号万星城正南方向84米,3.8,80
美团,美食,雅香饭店（贵安店）,贵安新天地商业街农业银行旁边10米处（世纪金源车站对面）,3.8,49
美团,美食,英伦之尚（温麻公园店）,连江县中心城区温麻公园1-2号楼（益运商业广场旁）,4.6,23
美团,美食,芝根芝底（万家店）,连江县中心城区凤城镇马祖西路10号万家城市广场1-3#楼一层1023店面,4.1,19
美团,美食,杏记甜品（金凤名都店）,连江县中心城区文山北路7号金凤名都9号楼1楼06室店面,3.9,26
美团,美食,天天烧烤,连江县中心城区凤城镇文山北路凤尾农贸市场文明A2号店面,4.7,30
美团,美食,鲁西肥牛,连江县中心城区凤城镇丹凤东路41号万星广场4楼,3,54
美团,美食,美可士（一中店）,连江县中心城区连江一中大门口对面,4.2,12
美团,美食,85度C（福州连江莲荷店）,"连江县中心城区莲荷东路2号楼17号,18号店面（北门市场对面,农村信用社旁）",4,26
美团,美食,知味观黄焖鸡米饭,连江县中心城区凤城镇莲荷东路23号楼1层（天都灯饰对面）,3.7,20
美团,美食,半天妖烤鱼（连江万家店）,连江县中心城区马祖西路10号万家城市广场5号楼2层2F,5,64
美团,美食,牛宴鲜牛火锅,连江县中心城区华光西路龙华花园2区23号楼1号店（万家城市广场对面）,3.7,0
美团,美食,君豪大饭店·源铁板餐厅,贵安新天地世纪金源大道贵安新天地君豪大饭店1层,4,190
美团,美食,胡记老地方地道农家菜（贵轩店）,贵安新天地潘渡乡贵安新天地贵轩苑1段17-18店,3.5,0
美团,美食,鲁西肥牛,连江县中心城区凤城镇丹凤东路41号万星广场4楼,3,54
美团,美食,85度C（福州连江万星店）,连江县中心城区丹凤东路41号连江万星城A区2号楼1层2101商铺,4,29
美团,美食,竹取日本料理（连江店）,连江县中心城区世纪鸿腾大饭店门口左侧,5,82
美团,美食,叶猫子章鱼丸子烧,连江县中心城区凤城镇马祖西路10号万家城市广场南广场多径位置,5,10
美团,美食,麦香园蛋糕坊,连江官坂镇大街东路48号,0,0
美团,美食,真味酸菜鱼（连江店）,连江县中心城区文山北路7号金凤名都7栋3-5号（人民广场对面）,4.2,59
美团,美食,MOOKE幕客音乐餐吧,连江县中心城区丹凤东路41号万星城正南方向84米,3.8,80
美团,美食,老六家常菜,连江县中心城区凤城镇青年路民主巷107号妇幼保健院牙科旁,4.9,50
美团,美食,大浪炭火鲜牛肉酒场,贵安新天地世纪金源大道筷乐餐厅旁（贵安水世界东）,4.1,80
美团,美食,六婆串串香火锅,连江县中心城区凤城镇文山北路115号（龙华花园1期16号楼2店面）,3.4,0
美团,美食,马鸣渔粉（万家店）,连江县中心城区万家城市广场1-3#楼1层1012商铺,4.3,13
美团,美食,海边鲜大酒楼,罗源县松山镇228国道选屿村702号,3.5,0
美团,美食,正新鸡排（万豪店）,罗源县凤山镇万豪小区2号楼13号店面,5,17
美团,美食,德克士（罗源店）,罗源县南大路5号2楼（近乐麦嘉超市）,4,26
美团,美食,玛格利塔（城关店）,罗源县凤山镇司前路1号（凤蝶广场六意超市旁）,4.4,20
美团,美食,N多寿司（滨海店）,世纪金源购物中心滨海新城世纪金源购物中心A区一楼010,4,27
美团,美食,N多寿司（万豪广场店）,罗源县万豪广场,4,27
美团,美食,向阳坊（罗源凤蝶广场店）,罗源县凤山镇司前新村1号楼1-002号（管角大楼一层商场2号、3号、4号店面）,3.7,18
美团,美食,罗源湾海上渔排77号,罗源县松山镇迹头村码头77号渔排（白马庙北侧20米）,4.5,118
美团,美食,华莱士（三中店）,罗源县三中路青禾家园10号楼6号店面（华莱士）,4,15
美团,美食,红苹果大饭店海鲜汇,罗源湾滨海新城江滨南路建材城一区（罗源红苹果酒店旁）,4.9,0
美团,美食,七月食研,世纪金源购物中心滨海新城金源购物中心A区三楼,3.5,0
美团,美食,罗源湾82号渔排,罗源县松山镇104国道迹头村迹头码头82号渔排,3.5,100
美团,美食,城关龙城渡老火锅店（罗源县店）,罗源县永同信小区4号楼1号沿街店面地税局旁边,4.2,40
美团,美食,贵族斗士牛排自助餐厅（罗源店）,罗源县罗川中路5号金源瑞都超市二楼,3.2,35
美团,美食,澳泽烘焙（永辉超市店）,世纪金源购物中心湾滨海新城滨海路世纪金源购物中心A栋1层03店面（罗源世纪金源购物中心A区）,3.7,20
美团,美食,肯德基（司前店）,罗源县凤山镇司前路1号,3.5,31
美团,美食,一品轩黄焖鸡米饭,罗源县马祖街天福花园1座12号店,4.5,15
美团,美食,仙芋奇圆（罗源店）,世纪金源购物中心世纪金源购物中心A区3楼010室,3.9,20
美团,美食,罗源湾海上28号渔排,罗源县松山镇乘风村码头海上鱼排28号,3,93
美团,美食,德克士（闽清店）,闽清县解放大街242号2楼,4.9,25
美团,美食,Magritta Pizza玛格利塔（梅城店）,闽清县梅城镇北大路28号,4.2,21
美团,美食,华莱士（闽清解放大街店）,闽清县解放大街77号饮服大楼二层,3.7,18
美团,美食,真味酸菜鱼,闽清县梅城镇天行大街恒翔冠城2号楼06-07店面（国泰君安证券隔壁）,3.5,30
美团,美食,肯德基（解放店）,闽清县市解放大街华侨城一层,3.5,30
美团,美食,麦客炸鸡汉堡坊,闽清县梅溪镇梅溪中路962-1号（城关小学东100米）,3.5,0
美团,美食,澳淋烘焙（广宇店）,闽清县解放大街广宇B座3号店铺光宇超市旁,3.6,0
美团,美食,凡仔汉堡（坂东店）,闽清县坂东镇湖头村湖头街25号,0,10
美团,美食,华莱士（永泰东门店）,永泰县城峰镇东门十八坪路7号店,4,19
美团,美食,多维西点,永泰县县府路闽峰华庭安福小区5号商铺（北门大圣庙对面）,4.5,39
美团,美食,小杰水果,永泰县富裕路吉祥小区7号楼底商,5,0
美团,美食,东北烤肉（永泰山水国际店）,永泰县城峰镇旗山路山水国际17幢105号（东门小学斜对面）,4.8,35
美团,美食,玉泉铁板烧自助餐厅（冠景大饭店）,永泰县城峰镇刘岐村冠景温泉大饭店一楼,3.5,78
美团,美食,石竹草兔馆,永泰县洋亭路马洋新村533号（香米拉旁）,3.9,46
美团,美食,许先森甜品,永泰县永泰县203省道（旧）步行街27号（三狮超市入口正对面）,3.7,10
美团,美食,香米拉嘉品轩自助餐厅,永泰县近郊城峰镇洋亭路3号（香米拉温泉酒店综合楼1层）,3.5,55
美团,美食,香米拉温泉酒店福满楼中餐厅,永泰县县城峰镇洋亭路3号香米拉温泉酒店内,4,50
美团,美食,仙溪老谢土菜馆,永泰县S202云顶景区天池景点内（蚂蚁窝酒店旁）,3.5,53
美团,美食,龙峰大丰收鱼庄,永泰县龙峰路龙峰大厦二层（闽运车站旁）,3.4,36
美团,美食,鲜佰汇,永泰县城峰镇十八坪611号（清水确）,3.5,49
美团,美食,一家小店（永泰店）,永泰县樟城镇后垅路城峰大厦8号（公路局往青云中学方向50米）,3.5,15
美团,美食,乐美奇汉堡,永泰县杨梅路泰盛名居4号店（恒洁卫浴旁边）,3.5,13
美团,美食,老地方菜馆,永泰县202省道青云山御温泉酒店对面,3.5,0
美团,美食,田园农家乐,永泰县岭路乡云顶景区主路口进20米,3.5,45
美团,美食,青云居菜馆,永泰县云顶景区云山村（天池附近）,3,20
美团,美食,盛世经典牛排（永泰店）,永泰县刘岐村立塘68号冠景天地广场3楼,3,53
美团,美食,老地方粥铺,永泰县永泰樟城镇南湖天宇温泉酒店一层酒店大门右侧1#2#店,3.4,21
美团,美食,青云山乡村饭店,永泰县202省道岭路乡潭后村坑仔里三号,3.5,0
美团,美食,呆爷芋圆烧茶饮,永泰县城峰镇旗山路3号1层1号店面,3,12
美团,美食,乐万家菜馆,永泰县Y008大道云顶景区松树坪3号,0,48
